,Estimator,graph,rep,n,p,ratio,Bias
16994,Graph-Agnostic,sw,398,2304,0.5,2,0.01699526248048052
16995,diff_means_frac,sw,399,2304,0.5,2,-0.7084838025552382
16996,diff_means,sw,399,2304,0.5,2,-0.8180660072609903
16997,SumIPS-Linear,sw,399,2304,0.5,2,-0.20722666270830437
16998,OLS,sw,399,2304,0.5,2,-0.295756242732699
16999,Graph-Agnostic,sw,399,2304,0.5,2,-0.014663673157694106
17000,diff_means_frac,sw,400,2304,0.5,2,-0.7086548395374034
17001,diff_means,sw,400,2304,0.5,2,-0.836493022924405
17002,SumIPS-Linear,sw,400,2304,0.5,2,-0.3756753565144
17003,OLS,sw,400,2304,0.5,2,-0.21394044463990292
17004,Graph-Agnostic,sw,400,2304,0.5,2,-0.015409411428893745
17005,diff_means_frac,sw,401,2304,0.5,2,-0.6914613597102061
17006,diff_means,sw,401,2304,0.5,2,-0.8457062697620991
17007,SumIPS-Linear,sw,401,2304,0.5,2,-1.0841292430659246
17008,OLS,sw,401,2304,0.5,2,-0.33045959334241043
17009,Graph-Agnostic,sw,401,2304,0.5,2,-0.046606115644156974
17010,diff_means_frac,sw,402,2304,0.5,2,-0.7546362715878844
17011,diff_means,sw,402,2304,0.5,2,-0.8098877276208776
17012,SumIPS-Linear,sw,402,2304,0.5,2,-0.1715958927072638
17013,OLS,sw,402,2304,0.5,2,-0.23354627897448726
17014,Graph-Agnostic,sw,402,2304,0.5,2,-0.016406024864237624
17015,diff_means_frac,sw,403,2304,0.5,2,-0.634411033912854
17016,diff_means,sw,403,2304,0.5,2,-0.8621096004183939
17017,SumIPS-Linear,sw,403,2304,0.5,2,-0.6730297325693041
17018,OLS,sw,403,2304,0.5,2,-0.28857229128986067
17019,Graph-Agnostic,sw,403,2304,0.5,2,-0.029897577562967795
17020,diff_means_frac,sw,404,2304,0.5,2,-0.7039470054990313
17021,diff_means,sw,404,2304,0.5,2,-0.825260090321013
17022,SumIPS-Linear,sw,404,2304,0.5,2,0.285276113563865
17023,OLS,sw,404,2304,0.5,2,-0.16203624641658015
17024,Graph-Agnostic,sw,404,2304,0.5,2,0.019467900292766658
17025,diff_means_frac,sw,405,2304,0.5,2,-0.6330860410089995
17026,diff_means,sw,405,2304,0.5,2,-0.8417026975338913
17027,SumIPS-Linear,sw,405,2304,0.5,2,-0.5112370243437103
17028,OLS,sw,405,2304,0.5,2,-0.2754563768072677
17029,Graph-Agnostic,sw,405,2304,0.5,2,-0.020188265298965332
17030,diff_means_frac,sw,406,2304,0.5,2,-0.637489889652504
17031,diff_means,sw,406,2304,0.5,2,-0.8007657740027196
17032,SumIPS-Linear,sw,406,2304,0.5,2,0.18504217126954203
17033,OLS,sw,406,2304,0.5,2,-0.22679850449039735
17034,Graph-Agnostic,sw,406,2304,0.5,2,0.0029391165908309166
17035,diff_means_frac,sw,407,2304,0.5,2,-0.7395683796846663
17036,diff_means,sw,407,2304,0.5,2,-0.8564024188414336
17037,SumIPS-Linear,sw,407,2304,0.5,2,-0.6666453663086824
17038,OLS,sw,407,2304,0.5,2,-0.259008590387682
17039,Graph-Agnostic,sw,407,2304,0.5,2,-0.005354124445704082
17040,diff_means_frac,sw,408,2304,0.5,2,-0.7310115638494389
17041,diff_means,sw,408,2304,0.5,2,-0.8835680637165462
17042,SumIPS-Linear,sw,408,2304,0.5,2,-0.6466002590804536
17043,OLS,sw,408,2304,0.5,2,-0.27945161646084776
17044,Graph-Agnostic,sw,408,2304,0.5,2,-0.01643858389611735
17045,diff_means_frac,sw,409,2304,0.5,2,-0.7748021889188522
17046,diff_means,sw,409,2304,0.5,2,-0.8756506342593826
17047,SumIPS-Linear,sw,409,2304,0.5,2,0.09297690732798265
17048,OLS,sw,409,2304,0.5,2,-0.24939799815584085
17049,Graph-Agnostic,sw,409,2304,0.5,2,-0.01067725749253268
17050,diff_means_frac,sw,410,2304,0.5,2,-0.66771393089437
17051,diff_means,sw,410,2304,0.5,2,-0.8322280738052154
17052,SumIPS-Linear,sw,410,2304,0.5,2,0.5522583814395542
17053,OLS,sw,410,2304,0.5,2,-0.1990096446997353
17054,Graph-Agnostic,sw,410,2304,0.5,2,0.020050308207728244
17055,diff_means_frac,sw,411,2304,0.5,2,-0.6889814104599699
17056,diff_means,sw,411,2304,0.5,2,-0.851452427570544
17057,SumIPS-Linear,sw,411,2304,0.5,2,-0.0964942943830995
17058,OLS,sw,411,2304,0.5,2,-0.2341840265533797
17059,Graph-Agnostic,sw,411,2304,0.5,2,0.0027321961967015874
17060,diff_means_frac,sw,412,2304,0.5,2,-0.6705292334315996
17061,diff_means,sw,412,2304,0.5,2,-0.8663301058591276
17062,SumIPS-Linear,sw,412,2304,0.5,2,-0.5918162751001573
17063,OLS,sw,412,2304,0.5,2,-0.20773497157898582
17064,Graph-Agnostic,sw,412,2304,0.5,2,-0.020651819328435038
17065,diff_means_frac,sw,413,2304,0.5,2,-0.6309413380026213
17066,diff_means,sw,413,2304,0.5,2,-0.8759792927680815
17067,SumIPS-Linear,sw,413,2304,0.5,2,-0.041247980557030786
17068,OLS,sw,413,2304,0.5,2,-0.2539169754256871
17069,Graph-Agnostic,sw,413,2304,0.5,2,-0.0011142729114008852
17070,diff_means_frac,sw,414,2304,0.5,2,-0.6959548162671899
17071,diff_means,sw,414,2304,0.5,2,-0.849634576806785
17072,SumIPS-Linear,sw,414,2304,0.5,2,-0.6317295181354909
17073,OLS,sw,414,2304,0.5,2,-0.2413916753773895
17074,Graph-Agnostic,sw,414,2304,0.5,2,-0.014223569125334037
17075,diff_means_frac,sw,415,2304,0.5,2,-0.7481470253376414
17076,diff_means,sw,415,2304,0.5,2,-0.8160021388579383
17077,SumIPS-Linear,sw,415,2304,0.5,2,-0.34789528886014515
17078,OLS,sw,415,2304,0.5,2,-0.3062476581115623
17079,Graph-Agnostic,sw,415,2304,0.5,2,0.001961828305466242
17080,diff_means_frac,sw,416,2304,0.5,2,-0.6426320310205271
17081,diff_means,sw,416,2304,0.5,2,-0.8479891805443234
17082,SumIPS-Linear,sw,416,2304,0.5,2,0.2579690884763039
17083,OLS,sw,416,2304,0.5,2,-0.2570475251387058
17084,Graph-Agnostic,sw,416,2304,0.5,2,0.01907340263965082
17085,diff_means_frac,sw,417,2304,0.5,2,-0.6831935658549223
17086,diff_means,sw,417,2304,0.5,2,-0.8096062545465613
17087,SumIPS-Linear,sw,417,2304,0.5,2,-0.5716989768269126
17088,OLS,sw,417,2304,0.5,2,-0.24749518418782543
17089,Graph-Agnostic,sw,417,2304,0.5,2,-0.02249181909346229
17090,diff_means_frac,sw,418,2304,0.5,2,-0.7855553657849055
17091,diff_means,sw,418,2304,0.5,2,-0.8573676456750333
17092,SumIPS-Linear,sw,418,2304,0.5,2,-0.9452391449831806
17093,OLS,sw,418,2304,0.5,2,-0.28827257764103636
17094,Graph-Agnostic,sw,418,2304,0.5,2,-0.03716825014255847
17095,diff_means_frac,sw,419,2304,0.5,2,-0.7192839196456989
17096,diff_means,sw,419,2304,0.5,2,-0.8882581038181908
17097,SumIPS-Linear,sw,419,2304,0.5,2,0.34960971317326844
17098,OLS,sw,419,2304,0.5,2,-0.2229519520063166
17099,Graph-Agnostic,sw,419,2304,0.5,2,0.0062949156464125805
17100,diff_means_frac,sw,420,2304,0.5,2,-0.6672690424729723
17101,diff_means,sw,420,2304,0.5,2,-0.8670323262717338
17102,SumIPS-Linear,sw,420,2304,0.5,2,0.26340845858255596
17103,OLS,sw,420,2304,0.5,2,-0.2220807301616865
17104,Graph-Agnostic,sw,420,2304,0.5,2,0.026349893382447285
17105,diff_means_frac,sw,421,2304,0.5,2,-0.6521547116217199
17106,diff_means,sw,421,2304,0.5,2,-0.8606027082669225
17107,SumIPS-Linear,sw,421,2304,0.5,2,-0.7920591841765935
17108,OLS,sw,421,2304,0.5,2,-0.2113989002169928
17109,Graph-Agnostic,sw,421,2304,0.5,2,-0.03998516680397427
17110,diff_means_frac,sw,422,2304,0.5,2,-0.6812623488524804
17111,diff_means,sw,422,2304,0.5,2,-0.8146319108210296
17112,SumIPS-Linear,sw,422,2304,0.5,2,-0.22677589674056842
17113,OLS,sw,422,2304,0.5,2,-0.27311062117882345
17114,Graph-Agnostic,sw,422,2304,0.5,2,-0.019947561872835414
17115,diff_means_frac,sw,423,2304,0.5,2,-0.6538974706114818
17116,diff_means,sw,423,2304,0.5,2,-0.8591333655417732
17117,SumIPS-Linear,sw,423,2304,0.5,2,0.4921192016306616
17118,OLS,sw,423,2304,0.5,2,-0.27669679826327814
17119,Graph-Agnostic,sw,423,2304,0.5,2,0.03795341710007109
17120,diff_means_frac,sw,424,2304,0.5,2,-0.674698269890247
17121,diff_means,sw,424,2304,0.5,2,-0.8371883769681655
17122,SumIPS-Linear,sw,424,2304,0.5,2,0.025218937224948536
17123,OLS,sw,424,2304,0.5,2,-0.21814885487332944
17124,Graph-Agnostic,sw,424,2304,0.5,2,0.010506462635981616
17125,diff_means_frac,sw,425,2304,0.5,2,-0.7454591855358695
17126,diff_means,sw,425,2304,0.5,2,-0.8837634119575357
17127,SumIPS-Linear,sw,425,2304,0.5,2,-0.27513875641986196
17128,OLS,sw,425,2304,0.5,2,-0.27738383567340424
17129,Graph-Agnostic,sw,425,2304,0.5,2,0.0025785865521679306
17130,diff_means_frac,sw,426,2304,0.5,2,-0.7157066234113258
17131,diff_means,sw,426,2304,0.5,2,-0.8536151083437986
17132,SumIPS-Linear,sw,426,2304,0.5,2,-0.1980990145365097
17133,OLS,sw,426,2304,0.5,2,-0.3024767969072886
17134,Graph-Agnostic,sw,426,2304,0.5,2,0.006168884978485523
17135,diff_means_frac,sw,427,2304,0.5,2,-0.7196673294468289
17136,diff_means,sw,427,2304,0.5,2,-0.8955884346166657
17137,SumIPS-Linear,sw,427,2304,0.5,2,-0.14803021161159916
17138,OLS,sw,427,2304,0.5,2,-0.3087274163019022
17139,Graph-Agnostic,sw,427,2304,0.5,2,-0.0003709908994573941
17140,diff_means_frac,sw,428,2304,0.5,2,-0.7030566601546173
17141,diff_means,sw,428,2304,0.5,2,-0.8483498410583958
17142,SumIPS-Linear,sw,428,2304,0.5,2,0.492213144716138
17143,OLS,sw,428,2304,0.5,2,-0.2919140016738349
17144,Graph-Agnostic,sw,428,2304,0.5,2,0.039185845790002394
17145,diff_means_frac,sw,429,2304,0.5,2,-0.6588212418075935
17146,diff_means,sw,429,2304,0.5,2,-0.9011067218191309
17147,SumIPS-Linear,sw,429,2304,0.5,2,-0.257982239596954
17148,OLS,sw,429,2304,0.5,2,-0.3676784802944933
17149,Graph-Agnostic,sw,429,2304,0.5,2,0.005412101006047649
17150,diff_means_frac,sw,430,2304,0.5,2,-0.6496516384019565
17151,diff_means,sw,430,2304,0.5,2,-0.8683236322290064
17152,SumIPS-Linear,sw,430,2304,0.5,2,-0.29206664709119917
17153,OLS,sw,430,2304,0.5,2,-0.2165437586884298
17154,Graph-Agnostic,sw,430,2304,0.5,2,-0.02887255124110175
17155,diff_means_frac,sw,431,2304,0.5,2,-0.6983514993950489
17156,diff_means,sw,431,2304,0.5,2,-0.8713540546147475
17157,SumIPS-Linear,sw,431,2304,0.5,2,-0.8239240647526331
17158,OLS,sw,431,2304,0.5,2,-0.3173877693699929
17159,Graph-Agnostic,sw,431,2304,0.5,2,-0.035458212153769576
17160,diff_means_frac,sw,432,2304,0.5,2,-0.7004739397511482
17161,diff_means,sw,432,2304,0.5,2,-0.8535168932442134
17162,SumIPS-Linear,sw,432,2304,0.5,2,0.31862339645721394
17163,OLS,sw,432,2304,0.5,2,-0.24566099945134173
17164,Graph-Agnostic,sw,432,2304,0.5,2,0.030656863464912386
17165,diff_means_frac,sw,433,2304,0.5,2,-0.6553297774142793
17166,diff_means,sw,433,2304,0.5,2,-0.8300462683150995
17167,SumIPS-Linear,sw,433,2304,0.5,2,-0.3193953593497263
17168,OLS,sw,433,2304,0.5,2,-0.19318572364424677
17169,Graph-Agnostic,sw,433,2304,0.5,2,-0.014867845361051011
17170,diff_means_frac,sw,434,2304,0.5,2,-0.6794326646168367
17171,diff_means,sw,434,2304,0.5,2,-0.8368475346376523
17172,SumIPS-Linear,sw,434,2304,0.5,2,-0.05478148248430368
17173,OLS,sw,434,2304,0.5,2,-0.2718951845192958
17174,Graph-Agnostic,sw,434,2304,0.5,2,0.01522390620929808
17175,diff_means_frac,sw,435,2304,0.5,2,-0.7509138020160195
17176,diff_means,sw,435,2304,0.5,2,-0.8649504415675343
17177,SumIPS-Linear,sw,435,2304,0.5,2,0.1283217107709758
17178,OLS,sw,435,2304,0.5,2,-0.26366210625176545
17179,Graph-Agnostic,sw,435,2304,0.5,2,0.003379072787183847
17180,diff_means_frac,sw,436,2304,0.5,2,-0.6146468586045514
17181,diff_means,sw,436,2304,0.5,2,-0.8639586476282027
17182,SumIPS-Linear,sw,436,2304,0.5,2,-0.20772074174167088
17183,OLS,sw,436,2304,0.5,2,-0.14154602622684345
17184,Graph-Agnostic,sw,436,2304,0.5,2,0.009735528385403858
17185,diff_means_frac,sw,437,2304,0.5,2,-0.6541061335208225
17186,diff_means,sw,437,2304,0.5,2,-0.8221086391044495
17187,SumIPS-Linear,sw,437,2304,0.5,2,0.539830406077635
17188,OLS,sw,437,2304,0.5,2,-0.15299125712422074
17189,Graph-Agnostic,sw,437,2304,0.5,2,0.041295087274993134
17190,diff_means_frac,sw,438,2304,0.5,2,-0.6417293900420487
17191,diff_means,sw,438,2304,0.5,2,-0.8741970259946105
17192,SumIPS-Linear,sw,438,2304,0.5,2,0.18694354547614386
17193,OLS,sw,438,2304,0.5,2,-0.2156006501308409
17194,Graph-Agnostic,sw,438,2304,0.5,2,0.020111952549262513
17195,diff_means_frac,sw,439,2304,0.5,2,-0.7905770805165934
17196,diff_means,sw,439,2304,0.5,2,-0.8186627703189789
17197,SumIPS-Linear,sw,439,2304,0.5,2,-0.6443783791550347
17198,OLS,sw,439,2304,0.5,2,-0.2973829035094162
17199,Graph-Agnostic,sw,439,2304,0.5,2,-0.01654173320594053
17200,diff_means_frac,sw,440,2304,0.5,2,-0.7510609565414436
17201,diff_means,sw,440,2304,0.5,2,-0.832762463974578
17202,SumIPS-Linear,sw,440,2304,0.5,2,-0.29366307537630737
17203,OLS,sw,440,2304,0.5,2,-0.25104751194834785
17204,Graph-Agnostic,sw,440,2304,0.5,2,-0.0338715607342973
17205,diff_means_frac,sw,441,2304,0.5,2,-0.5946289239537473
17206,diff_means,sw,441,2304,0.5,2,-0.838350533413447
17207,SumIPS-Linear,sw,441,2304,0.5,2,-0.027357201624463437
17208,OLS,sw,441,2304,0.5,2,-0.22781967073366555
17209,Graph-Agnostic,sw,441,2304,0.5,2,0.020320677240414288
17210,diff_means_frac,sw,442,2304,0.5,2,-0.6933177923187097
17211,diff_means,sw,442,2304,0.5,2,-0.8616629047682023
17212,SumIPS-Linear,sw,442,2304,0.5,2,0.16184745904261721
17213,OLS,sw,442,2304,0.5,2,-0.16936442965958728
17214,Graph-Agnostic,sw,442,2304,0.5,2,0.01176154418891974
17215,diff_means_frac,sw,443,2304,0.5,2,-0.680593519149955
17216,diff_means,sw,443,2304,0.5,2,-0.8427290289309033
17217,SumIPS-Linear,sw,443,2304,0.5,2,0.03675143234825483
17218,OLS,sw,443,2304,0.5,2,-0.2526011379406867
17219,Graph-Agnostic,sw,443,2304,0.5,2,-0.007335302309199677
17220,diff_means_frac,sw,444,2304,0.5,2,-0.7015331464286282
17221,diff_means,sw,444,2304,0.5,2,-0.8779006557638604
17222,SumIPS-Linear,sw,444,2304,0.5,2,-0.15472631882433877
17223,OLS,sw,444,2304,0.5,2,-0.1521036566392968
17224,Graph-Agnostic,sw,444,2304,0.5,2,0.01580335507733947
17225,diff_means_frac,sw,445,2304,0.5,2,-0.7736686999897695
17226,diff_means,sw,445,2304,0.5,2,-0.8818513782890419
17227,SumIPS-Linear,sw,445,2304,0.5,2,-0.6124546106149584
17228,OLS,sw,445,2304,0.5,2,-0.3590004232272609
17229,Graph-Agnostic,sw,445,2304,0.5,2,-0.03341622335416368
17230,diff_means_frac,sw,446,2304,0.5,2,-0.7168810562796738
17231,diff_means,sw,446,2304,0.5,2,-0.8313458735479374
17232,SumIPS-Linear,sw,446,2304,0.5,2,-0.4864719327381786
17233,OLS,sw,446,2304,0.5,2,-0.2398040422377978
17234,Graph-Agnostic,sw,446,2304,0.5,2,0.0021711537625141468
17235,diff_means_frac,sw,447,2304,0.5,2,-0.7018016147628339
17236,diff_means,sw,447,2304,0.5,2,-0.8686584309682204
17237,SumIPS-Linear,sw,447,2304,0.5,2,-0.2127302482297493
17238,OLS,sw,447,2304,0.5,2,-0.2529765974919194
17239,Graph-Agnostic,sw,447,2304,0.5,2,-0.00531532030524996
17240,diff_means_frac,sw,448,2304,0.5,2,-0.7301071742601286
17241,diff_means,sw,448,2304,0.5,2,-0.8552108948029306
17242,SumIPS-Linear,sw,448,2304,0.5,2,-0.06529500303281015
17243,OLS,sw,448,2304,0.5,2,-0.3112242965549001
17244,Graph-Agnostic,sw,448,2304,0.5,2,-0.010783784620423049
17245,diff_means_frac,sw,449,2304,0.5,2,-0.7798884415880508
17246,diff_means,sw,449,2304,0.5,2,-0.875951459230499
17247,SumIPS-Linear,sw,449,2304,0.5,2,0.012458087069191989
17248,OLS,sw,449,2304,0.5,2,-0.34535976494006454
17249,Graph-Agnostic,sw,449,2304,0.5,2,0.016370228574122913
17250,diff_means_frac,sw,450,2304,0.5,2,-0.654147519747878
17251,diff_means,sw,450,2304,0.5,2,-0.839785155779024
17252,SumIPS-Linear,sw,450,2304,0.5,2,0.33962363033571175
17253,OLS,sw,450,2304,0.5,2,-0.275187901605735
17254,Graph-Agnostic,sw,450,2304,0.5,2,0.02237841523327631
17255,diff_means_frac,sw,451,2304,0.5,2,-0.7710227546333233
17256,diff_means,sw,451,2304,0.5,2,-0.8952335525609062
17257,SumIPS-Linear,sw,451,2304,0.5,2,-1.0453268562506053
17258,OLS,sw,451,2304,0.5,2,-0.29523301973044175
17259,Graph-Agnostic,sw,451,2304,0.5,2,-0.04432868082891353
17260,diff_means_frac,sw,452,2304,0.5,2,-0.7166939098306341
17261,diff_means,sw,452,2304,0.5,2,-0.8506319027172424
17262,SumIPS-Linear,sw,452,2304,0.5,2,-0.38222147896854497
17263,OLS,sw,452,2304,0.5,2,-0.34437522787700486
17264,Graph-Agnostic,sw,452,2304,0.5,2,0.0028077004048760713
17265,diff_means_frac,sw,453,2304,0.5,2,-0.6464021825912365
17266,diff_means,sw,453,2304,0.5,2,-0.8569711136768979
17267,SumIPS-Linear,sw,453,2304,0.5,2,-0.4621222217260399
17268,OLS,sw,453,2304,0.5,2,-0.14612742042297164
17269,Graph-Agnostic,sw,453,2304,0.5,2,-0.03506053282793285
17270,diff_means_frac,sw,454,2304,0.5,2,-0.7614854087754491
17271,diff_means,sw,454,2304,0.5,2,-0.8451311102140087
17272,SumIPS-Linear,sw,454,2304,0.5,2,-0.6476928961451333
17273,OLS,sw,454,2304,0.5,2,-0.2935489929027426
17274,Graph-Agnostic,sw,454,2304,0.5,2,-0.021822295148869176
17275,diff_means_frac,sw,455,2304,0.5,2,-0.6834965221122185
17276,diff_means,sw,455,2304,0.5,2,-0.8654020906245228
17277,SumIPS-Linear,sw,455,2304,0.5,2,-0.0002863419945686095
17278,OLS,sw,455,2304,0.5,2,-0.29343173846875714
17279,Graph-Agnostic,sw,455,2304,0.5,2,0.021536301755037682
17280,diff_means_frac,sw,456,2304,0.5,2,-0.7185251508036816
17281,diff_means,sw,456,2304,0.5,2,-0.8274601007884641
17282,SumIPS-Linear,sw,456,2304,0.5,2,0.2674519382001093
17283,OLS,sw,456,2304,0.5,2,-0.13934182676688003
17284,Graph-Agnostic,sw,456,2304,0.5,2,0.001482404995383435
17285,diff_means_frac,sw,457,2304,0.5,2,-0.708637537840516
17286,diff_means,sw,457,2304,0.5,2,-0.8810229033586516
17287,SumIPS-Linear,sw,457,2304,0.5,2,-0.4422883098749276
17288,OLS,sw,457,2304,0.5,2,-0.235077220089496
17289,Graph-Agnostic,sw,457,2304,0.5,2,0.002649186927717826
17290,diff_means_frac,sw,458,2304,0.5,2,-0.704482765795251
17291,diff_means,sw,458,2304,0.5,2,-0.8825077197191652
17292,SumIPS-Linear,sw,458,2304,0.5,2,0.5622779141338625
17293,OLS,sw,458,2304,0.5,2,-0.2435298736946445
17294,Graph-Agnostic,sw,458,2304,0.5,2,0.024576997448810978
17295,diff_means_frac,sw,459,2304,0.5,2,-0.7209223372019711
17296,diff_means,sw,459,2304,0.5,2,-0.8211109129947843
17297,SumIPS-Linear,sw,459,2304,0.5,2,-0.19954925436703413
17298,OLS,sw,459,2304,0.5,2,-0.28869290024716326
17299,Graph-Agnostic,sw,459,2304,0.5,2,0.010127290787604198
17300,diff_means_frac,sw,460,2304,0.5,2,-0.7122580575552377
17301,diff_means,sw,460,2304,0.5,2,-0.8726280021966529
17302,SumIPS-Linear,sw,460,2304,0.5,2,-0.3696563400195492
17303,OLS,sw,460,2304,0.5,2,-0.24717700710828394
17304,Graph-Agnostic,sw,460,2304,0.5,2,-0.005527886934511974
17305,diff_means_frac,sw,461,2304,0.5,2,-0.7210092449765884
17306,diff_means,sw,461,2304,0.5,2,-0.8331116743696033
17307,SumIPS-Linear,sw,461,2304,0.5,2,-0.3715257770370611
17308,OLS,sw,461,2304,0.5,2,-0.24973905965879106
17309,Graph-Agnostic,sw,461,2304,0.5,2,-0.017284186007204418
17310,diff_means_frac,sw,462,2304,0.5,2,-0.6926006968068555
17311,diff_means,sw,462,2304,0.5,2,-0.833922234948462
17312,SumIPS-Linear,sw,462,2304,0.5,2,-0.6791730098330159
17313,OLS,sw,462,2304,0.5,2,-0.2805377273809868
17314,Graph-Agnostic,sw,462,2304,0.5,2,-0.002898669347021739
17315,diff_means_frac,sw,463,2304,0.5,2,-0.6531896428850663
17316,diff_means,sw,463,2304,0.5,2,-0.8284367267293403
17317,SumIPS-Linear,sw,463,2304,0.5,2,0.4597207790901177
17318,OLS,sw,463,2304,0.5,2,-0.18395609196513188
17319,Graph-Agnostic,sw,463,2304,0.5,2,0.02017763697273564
17320,diff_means_frac,sw,464,2304,0.5,2,-0.7081469980984473
17321,diff_means,sw,464,2304,0.5,2,-0.8786097405240718
17322,SumIPS-Linear,sw,464,2304,0.5,2,-0.2735784031028804
17323,OLS,sw,464,2304,0.5,2,-0.3304406660012815
17324,Graph-Agnostic,sw,464,2304,0.5,2,-0.007389641882056651
17325,diff_means_frac,sw,465,2304,0.5,2,-0.6707703727503727
17326,diff_means,sw,465,2304,0.5,2,-0.8107828263309553
17327,SumIPS-Linear,sw,465,2304,0.5,2,-0.44247502329961647
17328,OLS,sw,465,2304,0.5,2,-0.22904186682608063
17329,Graph-Agnostic,sw,465,2304,0.5,2,-0.024809045300448678
17330,diff_means_frac,sw,466,2304,0.5,2,-0.7219780615808267
17331,diff_means,sw,466,2304,0.5,2,-0.8424195338016027
17332,SumIPS-Linear,sw,466,2304,0.5,2,0.30529664928538514
17333,OLS,sw,466,2304,0.5,2,-0.2457645908714065
17334,Graph-Agnostic,sw,466,2304,0.5,2,0.018522366229409528
17335,diff_means_frac,sw,467,2304,0.5,2,-0.641991142007573
17336,diff_means,sw,467,2304,0.5,2,-0.8377945469833025
17337,SumIPS-Linear,sw,467,2304,0.5,2,0.48167636532970404
17338,OLS,sw,467,2304,0.5,2,-0.26525138124481795
17339,Graph-Agnostic,sw,467,2304,0.5,2,0.013820967890439169
17340,diff_means_frac,sw,468,2304,0.5,2,-0.7113878053221274
17341,diff_means,sw,468,2304,0.5,2,-0.8389581511301248
17342,SumIPS-Linear,sw,468,2304,0.5,2,0.08367778800411325
17343,OLS,sw,468,2304,0.5,2,-0.2896274238635639
17344,Graph-Agnostic,sw,468,2304,0.5,2,0.022174513023407998
17345,diff_means_frac,sw,469,2304,0.5,2,-0.6647712297775833
17346,diff_means,sw,469,2304,0.5,2,-0.8355533372037043
17347,SumIPS-Linear,sw,469,2304,0.5,2,0.01037941103414791
17348,OLS,sw,469,2304,0.5,2,-0.14290366422649034
17349,Graph-Agnostic,sw,469,2304,0.5,2,0.017008768647983154
17350,diff_means_frac,sw,470,2304,0.5,2,-0.7125039761927503
17351,diff_means,sw,470,2304,0.5,2,-0.8704623734367032
17352,SumIPS-Linear,sw,470,2304,0.5,2,-1.009946565158579
17353,OLS,sw,470,2304,0.5,2,-0.3221299692206829
17354,Graph-Agnostic,sw,470,2304,0.5,2,-0.05052397853397634
17355,diff_means_frac,sw,471,2304,0.5,2,-0.6643826892858503
17356,diff_means,sw,471,2304,0.5,2,-0.8296762711233219
17357,SumIPS-Linear,sw,471,2304,0.5,2,-0.23363073893070654
17358,OLS,sw,471,2304,0.5,2,-0.25818399657843655
17359,Graph-Agnostic,sw,471,2304,0.5,2,-0.014920580688725572
17360,diff_means_frac,sw,472,2304,0.5,2,-0.6460914007339985
17361,diff_means,sw,472,2304,0.5,2,-0.8641189972591092
17362,SumIPS-Linear,sw,472,2304,0.5,2,-0.3086894351833431
17363,OLS,sw,472,2304,0.5,2,-0.22724815969122616
17364,Graph-Agnostic,sw,472,2304,0.5,2,-0.017111409376139298
17365,diff_means_frac,sw,473,2304,0.5,2,-0.6609584523313423
17366,diff_means,sw,473,2304,0.5,2,-0.8299025111465655
17367,SumIPS-Linear,sw,473,2304,0.5,2,-0.2908002162316651
17368,OLS,sw,473,2304,0.5,2,-0.20940112387944534
17369,Graph-Agnostic,sw,473,2304,0.5,2,-0.01997681144986484
17370,diff_means_frac,sw,474,2304,0.5,2,-0.604458503239004
17371,diff_means,sw,474,2304,0.5,2,-0.8495417053591409
17372,SumIPS-Linear,sw,474,2304,0.5,2,0.006808509160679091
17373,OLS,sw,474,2304,0.5,2,-0.27236779485808904
17374,Graph-Agnostic,sw,474,2304,0.5,2,0.013094530645594103
17375,diff_means_frac,sw,475,2304,0.5,2,-0.7482389872175101
17376,diff_means,sw,475,2304,0.5,2,-0.8770282601607221
17377,SumIPS-Linear,sw,475,2304,0.5,2,-0.7115679086492073
17378,OLS,sw,475,2304,0.5,2,-0.25463911992549504
17379,Graph-Agnostic,sw,475,2304,0.5,2,-0.03680900806836162
17380,diff_means_frac,sw,476,2304,0.5,2,-0.6588109857508366
17381,diff_means,sw,476,2304,0.5,2,-0.8340128240232145
17382,SumIPS-Linear,sw,476,2304,0.5,2,-0.5688513152118188
17383,OLS,sw,476,2304,0.5,2,-0.23543127116963442
17384,Graph-Agnostic,sw,476,2304,0.5,2,-0.026472449711196402
17385,diff_means_frac,sw,477,2304,0.5,2,-0.6055326937168788
17386,diff_means,sw,477,2304,0.5,2,-0.8437941324396468
17387,SumIPS-Linear,sw,477,2304,0.5,2,0.12054998820093721
17388,OLS,sw,477,2304,0.5,2,-0.12882796803177934
17389,Graph-Agnostic,sw,477,2304,0.5,2,0.004269104416137054
17390,diff_means_frac,sw,478,2304,0.5,2,-0.633181801045405
17391,diff_means,sw,478,2304,0.5,2,-0.8453536429379757
17392,SumIPS-Linear,sw,478,2304,0.5,2,0.5030773656978357
17393,OLS,sw,478,2304,0.5,2,-0.17585181430996388
17394,Graph-Agnostic,sw,478,2304,0.5,2,0.037271267069566134
17395,diff_means_frac,sw,479,2304,0.5,2,-0.6693839278271665
17396,diff_means,sw,479,2304,0.5,2,-0.8709609461501888
17397,SumIPS-Linear,sw,479,2304,0.5,2,0.20225528436657925
17398,OLS,sw,479,2304,0.5,2,-0.2565246438045966
17399,Graph-Agnostic,sw,479,2304,0.5,2,0.03831353644658849
17400,diff_means_frac,sw,480,2304,0.5,2,-0.7233039382607898
17401,diff_means,sw,480,2304,0.5,2,-0.8529713324614777
