,Estimator,rep,n,p,ratio,Bias
2259,Diff-Means-Stnd,22,10000,0.05,1.3333333333333333,-0.5455074547929708
2260,Diff-Means-Frac,22,10000,0.05,1.3333333333333333,-0.7039543603549963
2261,Graph-Agnostic,23,10000,0.05,1.3333333333333333,-0.0228234721207507
2262,Graph-Aware,23,10000,0.05,1.3333333333333333,-0.019587333934691833
2263,Graph-Agnostic-VR,23,10000,0.05,1.3333333333333333,-0.014943016250756768
2264,OLS-Prop,23,10000,0.05,1.3333333333333333,-0.2519920235199551
2265,OLS-Num,23,10000,0.05,1.3333333333333333,0.08086109470593181
2266,Diff-Means-Stnd,23,10000,0.05,1.3333333333333333,-0.5684503739104869
2267,Diff-Means-Frac,23,10000,0.05,1.3333333333333333,-0.7166201809265773
2268,Graph-Agnostic,24,10000,0.05,1.3333333333333333,-0.010439264191117415
2269,Graph-Aware,24,10000,0.05,1.3333333333333333,-0.01246108966549166
2270,Graph-Agnostic-VR,24,10000,0.05,1.3333333333333333,-0.010439264191117542
2271,OLS-Prop,24,10000,0.05,1.3333333333333333,-0.24263220262509252
2272,OLS-Num,24,10000,0.05,1.3333333333333333,0.05433011521953955
2273,Diff-Means-Stnd,24,10000,0.05,1.3333333333333333,-0.5681869227820443
2274,Diff-Means-Frac,24,10000,0.05,1.3333333333333333,-0.7132625591910127
2275,Graph-Agnostic,25,10000,0.05,1.3333333333333333,0.004794667093096935
2276,Graph-Aware,25,10000,0.05,1.3333333333333333,-0.00020424565678602412
2277,Graph-Agnostic-VR,25,10000,0.05,1.3333333333333333,0.05324388584182064
2278,OLS-Prop,25,10000,0.05,1.3333333333333333,-0.211600307374159
2279,OLS-Num,25,10000,0.05,1.3333333333333333,0.11142354214792988
2280,Diff-Means-Stnd,25,10000,0.05,1.3333333333333333,-0.5499905521582482
2281,Diff-Means-Frac,25,10000,0.05,1.3333333333333333,-0.6986275078573397
2282,Graph-Agnostic,26,10000,0.05,1.3333333333333333,-0.04576443945007547
2283,Graph-Aware,26,10000,0.05,1.3333333333333333,-0.03408388194615252
2284,Graph-Agnostic-VR,26,10000,0.05,1.3333333333333333,-0.018276172273740128
2285,OLS-Prop,26,10000,0.05,1.3333333333333333,-0.2678894253193313
2286,OLS-Num,26,10000,0.05,1.3333333333333333,0.05356867368807203
2287,Diff-Means-Stnd,26,10000,0.05,1.3333333333333333,-0.5806392593633415
2288,Diff-Means-Frac,26,10000,0.05,1.3333333333333333,-0.7223784763319735
2289,Graph-Agnostic,27,10000,0.05,1.3333333333333333,-0.058892444740997925
2290,Graph-Aware,27,10000,0.05,1.3333333333333333,-0.05444541598307658
2291,Graph-Agnostic-VR,27,10000,0.05,1.3333333333333333,0.02072402956507811
2292,OLS-Prop,27,10000,0.05,1.3333333333333333,-0.21969729726251203
2293,OLS-Num,27,10000,0.05,1.3333333333333333,0.07115235238809264
2294,Diff-Means-Stnd,27,10000,0.05,1.3333333333333333,-0.5563183914161259
2295,Diff-Means-Frac,27,10000,0.05,1.3333333333333333,-0.6979936063950049
2296,Graph-Agnostic,28,10000,0.05,1.3333333333333333,-0.03584641071208226
2297,Graph-Aware,28,10000,0.05,1.3333333333333333,-0.02398275570255574
2298,Graph-Agnostic-VR,28,10000,0.05,1.3333333333333333,-0.006027227538229131
2299,OLS-Prop,28,10000,0.05,1.3333333333333333,-0.2507593827503201
2300,OLS-Num,28,10000,0.05,1.3333333333333333,0.07991979930414529
2301,Diff-Means-Stnd,28,10000,0.05,1.3333333333333333,-0.5900605835022763
2302,Diff-Means-Frac,28,10000,0.05,1.3333333333333333,-0.7146362988895972
2303,Graph-Agnostic,29,10000,0.05,1.3333333333333333,-0.08690517730387337
2304,Graph-Aware,29,10000,0.05,1.3333333333333333,-0.07935979586822726
2305,Graph-Agnostic-VR,29,10000,0.05,1.3333333333333333,-0.02447134327336894
2306,OLS-Prop,29,10000,0.05,1.3333333333333333,-0.273309849468565
2307,OLS-Num,29,10000,0.05,1.3333333333333333,0.05758739596434232
2308,Diff-Means-Stnd,29,10000,0.05,1.3333333333333333,-0.58805712056522
2309,Diff-Means-Frac,29,10000,0.05,1.3333333333333333,-0.7198898724303026
2310,Graph-Agnostic,30,10000,0.05,1.3333333333333333,-0.004527505384727161
2311,Graph-Aware,30,10000,0.05,1.3333333333333333,0.022102947710650862
2312,Graph-Agnostic-VR,30,10000,0.05,1.3333333333333333,-0.0025325705257788177
2313,OLS-Prop,30,10000,0.05,1.3333333333333333,-0.25796058860052945
2314,OLS-Num,30,10000,0.05,1.3333333333333333,0.04251853600317025
2315,Diff-Means-Stnd,30,10000,0.05,1.3333333333333333,-0.5863365405212932
2316,Diff-Means-Frac,30,10000,0.05,1.3333333333333333,-0.7218226074999367
2317,Graph-Agnostic,31,10000,0.05,1.3333333333333333,0.017466875060455495
2318,Graph-Aware,31,10000,0.05,1.3333333333333333,0.02168830437853231
2319,Graph-Agnostic-VR,31,10000,0.05,1.3333333333333333,0.0093917411314042
2320,OLS-Prop,31,10000,0.05,1.3333333333333333,-0.24446137145436628
2321,OLS-Num,31,10000,0.05,1.3333333333333333,0.0847685366375274
2322,Diff-Means-Stnd,31,10000,0.05,1.3333333333333333,-0.5813420097742135
2323,Diff-Means-Frac,31,10000,0.05,1.3333333333333333,-0.7174225193469732
2324,Graph-Agnostic,32,10000,0.05,1.3333333333333333,-0.04759933615406537
2325,Graph-Aware,32,10000,0.05,1.3333333333333333,-0.03969811472563948
2326,Graph-Agnostic-VR,32,10000,0.05,1.3333333333333333,0.01752207675847716
2327,OLS-Prop,32,10000,0.05,1.3333333333333333,-0.24767615713561847
2328,OLS-Num,32,10000,0.05,1.3333333333333333,0.10433525724170924
2329,Diff-Means-Stnd,32,10000,0.05,1.3333333333333333,-0.5741879224413732
2330,Diff-Means-Frac,32,10000,0.05,1.3333333333333333,-0.7084171981471404
2331,Graph-Agnostic,33,10000,0.05,1.3333333333333333,-0.03395408152404909
2332,Graph-Aware,33,10000,0.05,1.3333333333333333,-0.04062017948464142
2333,Graph-Agnostic-VR,33,10000,0.05,1.3333333333333333,-0.006125598275770735
2334,OLS-Prop,33,10000,0.05,1.3333333333333333,-0.25998863937207906
2335,OLS-Num,33,10000,0.05,1.3333333333333333,0.08729974412259701
2336,Diff-Means-Stnd,33,10000,0.05,1.3333333333333333,-0.578313941551482
2337,Diff-Means-Frac,33,10000,0.05,1.3333333333333333,-0.7159728411687424
2338,Graph-Agnostic,34,10000,0.05,1.3333333333333333,-0.008918387274733966
2339,Graph-Aware,34,10000,0.05,1.3333333333333333,0.005994158257939789
2340,Graph-Agnostic-VR,34,10000,0.05,1.3333333333333333,0.02384464124510954
2341,OLS-Prop,34,10000,0.05,1.3333333333333333,-0.2372911599712619
2342,OLS-Num,34,10000,0.05,1.3333333333333333,0.09998978085926896
2343,Diff-Means-Stnd,34,10000,0.05,1.3333333333333333,-0.5539549067635549
2344,Diff-Means-Frac,34,10000,0.05,1.3333333333333333,-0.7055356835087687
2345,Graph-Agnostic,35,10000,0.05,1.3333333333333333,-0.05939750845627704
2346,Graph-Aware,35,10000,0.05,1.3333333333333333,-0.048322022151096676
2347,Graph-Agnostic-VR,35,10000,0.05,1.3333333333333333,-0.032301963432383785
2348,OLS-Prop,35,10000,0.05,1.3333333333333333,-0.2755918476022123
2349,OLS-Num,35,10000,0.05,1.3333333333333333,0.008450273880081953
2350,Diff-Means-Stnd,35,10000,0.05,1.3333333333333333,-0.5956402385007095
2351,Diff-Means-Frac,35,10000,0.05,1.3333333333333333,-0.7233436059549815
2352,Graph-Agnostic,36,10000,0.05,1.3333333333333333,-0.04437392210366896
2353,Graph-Aware,36,10000,0.05,1.3333333333333333,-0.032946095453745224
2354,Graph-Agnostic-VR,36,10000,0.05,1.3333333333333333,0.014465050845361954
2355,OLS-Prop,36,10000,0.05,1.3333333333333333,-0.23263820875030383
2356,OLS-Num,36,10000,0.05,1.3333333333333333,0.08343471386501185
2357,Diff-Means-Stnd,36,10000,0.05,1.3333333333333333,-0.5578367320852765
2358,Diff-Means-Frac,36,10000,0.05,1.3333333333333333,-0.703886644491839
2359,Graph-Agnostic,37,10000,0.05,1.3333333333333333,0.02373002523768215
2360,Graph-Aware,37,10000,0.05,1.3333333333333333,0.019523056331873043
2361,Graph-Agnostic-VR,37,10000,0.05,1.3333333333333333,-0.026872599583952314
2362,OLS-Prop,37,10000,0.05,1.3333333333333333,-0.28757211204807087
2363,OLS-Num,37,10000,0.05,1.3333333333333333,0.03646787828415721
2364,Diff-Means-Stnd,37,10000,0.05,1.3333333333333333,-0.5895083834572354
2365,Diff-Means-Frac,37,10000,0.05,1.3333333333333333,-0.7211353850976753
2366,Graph-Agnostic,38,10000,0.05,1.3333333333333333,0.09042781184587843
2367,Graph-Aware,38,10000,0.05,1.3333333333333333,0.08611207719588927
2368,Graph-Agnostic-VR,38,10000,0.05,1.3333333333333333,0.028705482873470096
2369,OLS-Prop,38,10000,0.05,1.3333333333333333,-0.21767466822248363
2370,OLS-Num,38,10000,0.05,1.3333333333333333,0.11262983689773241
2371,Diff-Means-Stnd,38,10000,0.05,1.3333333333333333,-0.5366478479749384
2372,Diff-Means-Frac,38,10000,0.05,1.3333333333333333,-0.7039272584049593
2373,Graph-Agnostic,39,10000,0.05,1.3333333333333333,-0.02636929561687425
2374,Graph-Aware,39,10000,0.05,1.3333333333333333,-0.005291908655665311
2375,Graph-Agnostic-VR,39,10000,0.05,1.3333333333333333,-0.016534642037246795
2376,OLS-Prop,39,10000,0.05,1.3333333333333333,-0.25095056192704224
2377,OLS-Num,39,10000,0.05,1.3333333333333333,0.025883662130609875
2378,Diff-Means-Stnd,39,10000,0.05,1.3333333333333333,-0.5776687297061858
2379,Diff-Means-Frac,39,10000,0.05,1.3333333333333333,-0.7208663197215714
2380,Graph-Agnostic,40,10000,0.05,1.3333333333333333,0.010772376494068913
2381,Graph-Aware,40,10000,0.05,1.3333333333333333,0.01864463579240228
2382,Graph-Agnostic-VR,40,10000,0.05,1.3333333333333333,0.014831703307298107
2383,OLS-Prop,40,10000,0.05,1.3333333333333333,-0.22670360536193013
2384,OLS-Num,40,10000,0.05,1.3333333333333333,0.0723704482419067
2385,Diff-Means-Stnd,40,10000,0.05,1.3333333333333333,-0.5588925984611515
2386,Diff-Means-Frac,40,10000,0.05,1.3333333333333333,-0.700170538738315
2387,Graph-Agnostic,41,10000,0.05,1.3333333333333333,-0.04447283292946877
2388,Graph-Aware,41,10000,0.05,1.3333333333333333,-0.02915149428035847
2389,Graph-Agnostic-VR,41,10000,0.05,1.3333333333333333,-0.042557948827123
2390,OLS-Prop,41,10000,0.05,1.3333333333333333,-0.28953647895886103
2391,OLS-Num,41,10000,0.05,1.3333333333333333,0.03202800428236851
2392,Diff-Means-Stnd,41,10000,0.05,1.3333333333333333,-0.5994668363679072
2393,Diff-Means-Frac,41,10000,0.05,1.3333333333333333,-0.7314844956086389
2394,Graph-Agnostic,42,10000,0.05,1.3333333333333333,-0.012965748939851227
2395,Graph-Aware,42,10000,0.05,1.3333333333333333,-0.0007859984089394753
2396,Graph-Agnostic-VR,42,10000,0.05,1.3333333333333333,-0.007007795714136101
2397,OLS-Prop,42,10000,0.05,1.3333333333333333,-0.2471631151817326
2398,OLS-Num,42,10000,0.05,1.3333333333333333,0.038559859593855515
2399,Diff-Means-Stnd,42,10000,0.05,1.3333333333333333,-0.5715488606034628
2400,Diff-Means-Frac,42,10000,0.05,1.3333333333333333,-0.7114788802432437
2401,Graph-Agnostic,43,10000,0.05,1.3333333333333333,-0.08122599767255656
2402,Graph-Aware,43,10000,0.05,1.3333333333333333,-0.08461271874127947
2403,Graph-Agnostic-VR,43,10000,0.05,1.3333333333333333,-0.03490125805940811
2404,OLS-Prop,43,10000,0.05,1.3333333333333333,-0.2792799474908555
2405,OLS-Num,43,10000,0.05,1.3333333333333333,0.011977101423517987
2406,Diff-Means-Stnd,43,10000,0.05,1.3333333333333333,-0.5627238643201139
2407,Diff-Means-Frac,43,10000,0.05,1.3333333333333333,-0.7125415064407948
2408,Graph-Agnostic,44,10000,0.05,1.3333333333333333,-0.0006132659737273528
2409,Graph-Aware,44,10000,0.05,1.3333333333333333,0.0003782163119122716
2410,Graph-Agnostic-VR,44,10000,0.05,1.3333333333333333,0.013576809357274526
2411,OLS-Prop,44,10000,0.05,1.3333333333333333,-0.24119014568611527
2412,OLS-Num,44,10000,0.05,1.3333333333333333,0.07438811280730738
2413,Diff-Means-Stnd,44,10000,0.05,1.3333333333333333,-0.5558728665650723
2414,Diff-Means-Frac,44,10000,0.05,1.3333333333333333,-0.7061278041457816
2415,Graph-Agnostic,45,10000,0.05,1.3333333333333333,-0.06794525459695143
2416,Graph-Aware,45,10000,0.05,1.3333333333333333,-0.05082188653978947
2417,Graph-Agnostic-VR,45,10000,0.05,1.3333333333333333,-0.014741283929124101
2418,OLS-Prop,45,10000,0.05,1.3333333333333333,-0.27573400691190975
2419,OLS-Num,45,10000,0.05,1.3333333333333333,0.030289908200225642
2420,Diff-Means-Stnd,45,10000,0.05,1.3333333333333333,-0.5895230816469659
2421,Diff-Means-Frac,45,10000,0.05,1.3333333333333333,-0.719059425477436
2422,Graph-Agnostic,46,10000,0.05,1.3333333333333333,-0.011404673783991952
2423,Graph-Aware,46,10000,0.05,1.3333333333333333,-0.019259160266107776
2424,Graph-Agnostic-VR,46,10000,0.05,1.3333333333333333,-0.023127148007897193
2425,OLS-Prop,46,10000,0.05,1.3333333333333333,-0.2596505023892967
2426,OLS-Num,46,10000,0.05,1.3333333333333333,0.03617836374450551
2427,Diff-Means-Stnd,46,10000,0.05,1.3333333333333333,-0.5822090371102178
2428,Diff-Means-Frac,46,10000,0.05,1.3333333333333333,-0.7170036200279517
2429,Graph-Agnostic,47,10000,0.05,1.3333333333333333,0.05974931549024158
2430,Graph-Aware,47,10000,0.05,1.3333333333333333,0.057437915679674836
2431,Graph-Agnostic-VR,47,10000,0.05,1.3333333333333333,-0.0021192886155917477
2432,OLS-Prop,47,10000,0.05,1.3333333333333333,-0.25655848075291526
2433,OLS-Num,47,10000,0.05,1.3333333333333333,0.06276772872297137
2434,Diff-Means-Stnd,47,10000,0.05,1.3333333333333333,-0.5735350640801602
2435,Diff-Means-Frac,47,10000,0.05,1.3333333333333333,-0.7132801047727002
2436,Graph-Agnostic,48,10000,0.05,1.3333333333333333,0.0064147852928774715
2437,Graph-Aware,48,10000,0.05,1.3333333333333333,0.014334154176243744
2438,Graph-Agnostic-VR,48,10000,0.05,1.3333333333333333,-0.009434266444018164
2439,OLS-Prop,48,10000,0.05,1.3333333333333333,-0.2743647510970226
2440,OLS-Num,48,10000,0.05,1.3333333333333333,0.04013832723386297
2441,Diff-Means-Stnd,48,10000,0.05,1.3333333333333333,-0.5769616201984692
2442,Diff-Means-Frac,48,10000,0.05,1.3333333333333333,-0.7116281583861622
2443,Graph-Agnostic,49,10000,0.05,1.3333333333333333,0.022933909976908286
2444,Graph-Aware,49,10000,0.05,1.3333333333333333,0.011383716321151227
2445,Graph-Agnostic-VR,49,10000,0.05,1.3333333333333333,-0.0029883918353720215
2446,OLS-Prop,49,10000,0.05,1.3333333333333333,-0.25208003716659266
2447,OLS-Num,49,10000,0.05,1.3333333333333333,0.079942882705416
2448,Diff-Means-Stnd,49,10000,0.05,1.3333333333333333,-0.5619304445998354
2449,Diff-Means-Frac,49,10000,0.05,1.3333333333333333,-0.7106500331638138
2450,Graph-Agnostic,0,12000,0.05,1.3333333333333333,0.06071572790231675
2451,Graph-Aware,0,12000,0.05,1.3333333333333333,0.056096181444658916
2452,Graph-Agnostic-VR,0,12000,0.05,1.3333333333333333,0.029821095050792893
2453,OLS-Prop,0,12000,0.05,1.3333333333333333,-0.23983467841795938
2454,OLS-Num,0,12000,0.05,1.3333333333333333,0.23481765590729506
2455,Diff-Means-Stnd,0,12000,0.05,1.3333333333333333,-0.5578297451040239
2456,Diff-Means-Frac,0,12000,0.05,1.3333333333333333,-0.7079122910323925
2457,Graph-Agnostic,1,12000,0.05,1.3333333333333333,0.06051491154018045
2458,Graph-Aware,1,12000,0.05,1.3333333333333333,0.042091270179247346
2459,Graph-Agnostic-VR,1,12000,0.05,1.3333333333333333,0.014846805301608106
2460,OLS-Prop,1,12000,0.05,1.3333333333333333,-0.24550234787109784
2461,OLS-Num,1,12000,0.05,1.3333333333333333,0.25643676200904575
2462,Diff-Means-Stnd,1,12000,0.05,1.3333333333333333,-0.5677003920531863
2463,Diff-Means-Frac,1,12000,0.05,1.3333333333333333,-0.7076987417022856
2464,Graph-Agnostic,2,12000,0.05,1.3333333333333333,-0.03536570349937865
2465,Graph-Aware,2,12000,0.05,1.3333333333333333,-0.05795213141751712
2466,Graph-Agnostic-VR,2,12000,0.05,1.3333333333333333,-0.020675841116120457
2467,OLS-Prop,2,12000,0.05,1.3333333333333333,-0.26879675570002176
2468,OLS-Num,2,12000,0.05,1.3333333333333333,0.3000719356735502
2469,Diff-Means-Stnd,2,12000,0.05,1.3333333333333333,-0.5620966129052267
2470,Diff-Means-Frac,2,12000,0.05,1.3333333333333333,-0.7160696451691495
2471,Graph-Agnostic,3,12000,0.05,1.3333333333333333,0.031337640846998895
2472,Graph-Aware,3,12000,0.05,1.3333333333333333,0.012652571505786072
2473,Graph-Agnostic-VR,3,12000,0.05,1.3333333333333333,-0.017773675383810663
2474,OLS-Prop,3,12000,0.05,1.3333333333333333,-0.2571310854443022
2475,OLS-Num,3,12000,0.05,1.3333333333333333,0.3405778586612698
2476,Diff-Means-Stnd,3,12000,0.05,1.3333333333333333,-0.5614439835908792
2477,Diff-Means-Frac,3,12000,0.05,1.3333333333333333,-0.7124296137515279
2478,Graph-Agnostic,4,12000,0.05,1.3333333333333333,0.01371396752396684
2479,Graph-Aware,4,12000,0.05,1.3333333333333333,0.0031147531310647064
2480,Graph-Agnostic-VR,4,12000,0.05,1.3333333333333333,-0.004536202104124305
2481,OLS-Prop,4,12000,0.05,1.3333333333333333,-0.25129118010175194
2482,OLS-Num,4,12000,0.05,1.3333333333333333,0.22845086147762433
2483,Diff-Means-Stnd,4,12000,0.05,1.3333333333333333,-0.5724958930287849
2484,Diff-Means-Frac,4,12000,0.05,1.3333333333333333,-0.7114811976211172
2485,Graph-Agnostic,5,12000,0.05,1.3333333333333333,-0.06262226888403945
2486,Graph-Aware,5,12000,0.05,1.3333333333333333,-0.06466395125403682
2487,Graph-Agnostic-VR,5,12000,0.05,1.3333333333333333,-0.02016265040143497
2488,OLS-Prop,5,12000,0.05,1.3333333333333333,-0.27561171494855885
2489,OLS-Num,5,12000,0.05,1.3333333333333333,0.2648228576817044
2490,Diff-Means-Stnd,5,12000,0.05,1.3333333333333333,-0.5699386911340617
2491,Diff-Means-Frac,5,12000,0.05,1.3333333333333333,-0.7186261056205051
2492,Graph-Agnostic,6,12000,0.05,1.3333333333333333,0.05252488393076237
2493,Graph-Aware,6,12000,0.05,1.3333333333333333,0.048639592690482125
2494,Graph-Agnostic-VR,6,12000,0.05,1.3333333333333333,-0.0023460815822158513
2495,OLS-Prop,6,12000,0.05,1.3333333333333333,-0.2512849512655582
2496,OLS-Num,6,12000,0.05,1.3333333333333333,0.2309068833882892
2497,Diff-Means-Stnd,6,12000,0.05,1.3333333333333333,-0.5768670436863397
2498,Diff-Means-Frac,6,12000,0.05,1.3333333333333333,-0.7091669221354715
2499,Graph-Agnostic,7,12000,0.05,1.3333333333333333,0.04348623215774545
2500,Graph-Aware,7,12000,0.05,1.3333333333333333,0.02936082781364656
2501,Graph-Agnostic-VR,7,12000,0.05,1.3333333333333333,-0.0014485816672293998
2502,OLS-Prop,7,12000,0.05,1.3333333333333333,-0.23381062204519432
2503,OLS-Num,7,12000,0.05,1.3333333333333333,0.3681884724145013
2504,Diff-Means-Stnd,7,12000,0.05,1.3333333333333333,-0.5484961844082148
2505,Diff-Means-Frac,7,12000,0.05,1.3333333333333333,-0.7139533251030994
2506,Graph-Agnostic,8,12000,0.05,1.3333333333333333,0.01976208154446889
2507,Graph-Aware,8,12000,0.05,1.3333333333333333,0.020875545519334265
2508,Graph-Agnostic-VR,8,12000,0.05,1.3333333333333333,-0.0051101643468597505
2509,OLS-Prop,8,12000,0.05,1.3333333333333333,-0.2641693733903401
2510,OLS-Num,8,12000,0.05,1.3333333333333333,0.2493193032534022
2511,Diff-Means-Stnd,8,12000,0.05,1.3333333333333333,-0.5634516000653781
2512,Diff-Means-Frac,8,12000,0.05,1.3333333333333333,-0.7156178673792679
2513,Graph-Agnostic,9,12000,0.05,1.3333333333333333,-0.07187204148238549
2514,Graph-Aware,9,12000,0.05,1.3333333333333333,-0.049590309664577455
2515,Graph-Agnostic-VR,9,12000,0.05,1.3333333333333333,0.023670542482662985
2516,OLS-Prop,9,12000,0.05,1.3333333333333333,-0.24423080287672086
2517,OLS-Num,9,12000,0.05,1.3333333333333333,0.20921706150816125
2518,Diff-Means-Stnd,9,12000,0.05,1.3333333333333333,-0.556287950299891
2519,Diff-Means-Frac,9,12000,0.05,1.3333333333333333,-0.7033022506070546
2520,Graph-Agnostic,10,12000,0.05,1.3333333333333333,0.06220162987205475
2521,Graph-Aware,10,12000,0.05,1.3333333333333333,0.0564177602158767
2522,Graph-Agnostic-VR,10,12000,0.05,1.3333333333333333,0.011620599878147297
2523,OLS-Prop,10,12000,0.05,1.3333333333333333,-0.24928717422616364
2524,OLS-Num,10,12000,0.05,1.3333333333333333,0.2873359284267906
2525,Diff-Means-Stnd,10,12000,0.05,1.3333333333333333,-0.5679439723097809
2526,Diff-Means-Frac,10,12000,0.05,1.3333333333333333,-0.7109651697630364
2527,Graph-Agnostic,11,12000,0.05,1.3333333333333333,-0.0008440202530217303
2528,Graph-Aware,11,12000,0.05,1.3333333333333333,-0.0034843579427452863
2529,Graph-Agnostic-VR,11,12000,0.05,1.3333333333333333,-0.005814945525394838
2530,OLS-Prop,11,12000,0.05,1.3333333333333333,-0.22902333582780005
2531,OLS-Num,11,12000,0.05,1.3333333333333333,0.21381863048499924
2532,Diff-Means-Stnd,11,12000,0.05,1.3333333333333333,-0.5442630857656181
2533,Diff-Means-Frac,11,12000,0.05,1.3333333333333333,-0.7093760855347908
2534,Graph-Agnostic,12,12000,0.05,1.3333333333333333,0.019165919242133903
2535,Graph-Aware,12,12000,0.05,1.3333333333333333,0.018362025572580244
2536,Graph-Agnostic-VR,12,12000,0.05,1.3333333333333333,-0.0024477136292327603
2537,OLS-Prop,12,12000,0.05,1.3333333333333333,-0.262406464524558
2538,OLS-Num,12,12000,0.05,1.3333333333333333,0.25637121958345405
2539,Diff-Means-Stnd,12,12000,0.05,1.3333333333333333,-0.5703339331601516
2540,Diff-Means-Frac,12,12000,0.05,1.3333333333333333,-0.7139969007355937
2541,Graph-Agnostic,13,12000,0.05,1.3333333333333333,-0.051814320571842584
2542,Graph-Aware,13,12000,0.05,1.3333333333333333,-0.03787716836498153
2543,Graph-Agnostic-VR,13,12000,0.05,1.3333333333333333,-0.010588856248879243
2544,OLS-Prop,13,12000,0.05,1.3333333333333333,-0.2567788768201129
2545,OLS-Num,13,12000,0.05,1.3333333333333333,0.20010245558956194
2546,Diff-Means-Stnd,13,12000,0.05,1.3333333333333333,-0.5718099005545494
2547,Diff-Means-Frac,13,12000,0.05,1.3333333333333333,-0.711064469907323
2548,Graph-Agnostic,14,12000,0.05,1.3333333333333333,0.08820102833657417
2549,Graph-Aware,14,12000,0.05,1.3333333333333333,0.08188119187126361
2550,Graph-Agnostic-VR,14,12000,0.05,1.3333333333333333,0.004493256926068421
2551,OLS-Prop,14,12000,0.05,1.3333333333333333,-0.2632754587686053
2552,OLS-Num,14,12000,0.05,1.3333333333333333,0.2619949271822467
2553,Diff-Means-Stnd,14,12000,0.05,1.3333333333333333,-0.5716156328330749
2554,Diff-Means-Frac,14,12000,0.05,1.3333333333333333,-0.7176658006502722
2555,Graph-Agnostic,15,12000,0.05,1.3333333333333333,-0.045219521770555625
2556,Graph-Aware,15,12000,0.05,1.3333333333333333,-0.03454920791151766
2557,Graph-Agnostic-VR,15,12000,0.05,1.3333333333333333,0.010349712412110395
2558,OLS-Prop,15,12000,0.05,1.3333333333333333,-0.22662048205128282
2559,OLS-Num,15,12000,0.05,1.3333333333333333,0.15281743407522566
2560,Diff-Means-Stnd,15,12000,0.05,1.3333333333333333,-0.5527907614669187
2561,Diff-Means-Frac,15,12000,0.05,1.3333333333333333,-0.6958134286270887
2562,Graph-Agnostic,16,12000,0.05,1.3333333333333333,0.057928079014141196
2563,Graph-Aware,16,12000,0.05,1.3333333333333333,0.046211608253902296
2564,Graph-Agnostic-VR,16,12000,0.05,1.3333333333333333,-0.00038291746695331275
2565,OLS-Prop,16,12000,0.05,1.3333333333333333,-0.24424525632118402
2566,OLS-Num,16,12000,0.05,1.3333333333333333,0.20203947805499056
2567,Diff-Means-Stnd,16,12000,0.05,1.3333333333333333,-0.5735579447119554
2568,Diff-Means-Frac,16,12000,0.05,1.3333333333333333,-0.7097202263360037
2569,Graph-Agnostic,17,12000,0.05,1.3333333333333333,-0.0035636736089560226
2570,Graph-Aware,17,12000,0.05,1.3333333333333333,-0.01610201803555369
2571,Graph-Agnostic-VR,17,12000,0.05,1.3333333333333333,-0.005221637546378779
2572,OLS-Prop,17,12000,0.05,1.3333333333333333,-0.2381113672319335
2573,OLS-Num,17,12000,0.05,1.3333333333333333,0.24231952783134045
2574,Diff-Means-Stnd,17,12000,0.05,1.3333333333333333,-0.5715019414690269
2575,Diff-Means-Frac,17,12000,0.05,1.3333333333333333,-0.7072529364010164
2576,Graph-Agnostic,18,12000,0.05,1.3333333333333333,-0.023952883208654255
2577,Graph-Aware,18,12000,0.05,1.3333333333333333,-0.017302335059686143
2578,Graph-Agnostic-VR,18,12000,0.05,1.3333333333333333,0.022038865750100188
2579,OLS-Prop,18,12000,0.05,1.3333333333333333,-0.25462960319245953
2580,OLS-Num,18,12000,0.05,1.3333333333333333,0.30272745786370014
2581,Diff-Means-Stnd,18,12000,0.05,1.3333333333333333,-0.5708746302218213
2582,Diff-Means-Frac,18,12000,0.05,1.3333333333333333,-0.7094750663954082
2583,Graph-Agnostic,19,12000,0.05,1.3333333333333333,-0.03492357662327312
2584,Graph-Aware,19,12000,0.05,1.3333333333333333,-0.032597288785072606
2585,Graph-Agnostic-VR,19,12000,0.05,1.3333333333333333,7.919520904335513e-05
2586,OLS-Prop,19,12000,0.05,1.3333333333333333,-0.2662160915572087
2587,OLS-Num,19,12000,0.05,1.3333333333333333,0.19716394411282948
2588,Diff-Means-Stnd,19,12000,0.05,1.3333333333333333,-0.5876559836800054
2589,Diff-Means-Frac,19,12000,0.05,1.3333333333333333,-0.7103685556284082
2590,Graph-Agnostic,20,12000,0.05,1.3333333333333333,-0.014940796784954535
2591,Graph-Aware,20,12000,0.05,1.3333333333333333,-0.019340332378021706
2592,Graph-Agnostic-VR,20,12000,0.05,1.3333333333333333,0.006874824410608527
2593,OLS-Prop,20,12000,0.05,1.3333333333333333,-0.2590715285066006
2594,OLS-Num,20,12000,0.05,1.3333333333333333,0.3021199645103878
2595,Diff-Means-Stnd,20,12000,0.05,1.3333333333333333,-0.5666048499198783
2596,Diff-Means-Frac,20,12000,0.05,1.3333333333333333,-0.7128513860335215
2597,Graph-Agnostic,21,12000,0.05,1.3333333333333333,0.025266156013436614
2598,Graph-Aware,21,12000,0.05,1.3333333333333333,0.017011383970701902
2599,Graph-Agnostic-VR,21,12000,0.05,1.3333333333333333,-0.0029826683823956307
2600,OLS-Prop,21,12000,0.05,1.3333333333333333,-0.2632633985703735
2601,OLS-Num,21,12000,0.05,1.3333333333333333,0.3266280159961042
2602,Diff-Means-Stnd,21,12000,0.05,1.3333333333333333,-0.5864987727154661
