,Estimator,rep,n,p,ratio,Bias
3859,Graph-Agnostic-VR,1,20000,0.05,1.3333333333333333,0.00296749089737355
3860,OLS-Prop,1,20000,0.05,1.3333333333333333,-0.2557940103453016
3861,OLS-Num,1,20000,0.05,1.3333333333333333,0.1128751746332401
3862,Diff-Means-Stnd,1,20000,0.05,1.3333333333333333,-0.5733357982982544
3863,Diff-Means-Frac,1,20000,0.05,1.3333333333333333,-0.7128814267773107
3864,Graph-Agnostic,2,20000,0.05,1.3333333333333333,-0.01930144839163569
3865,Graph-Aware,2,20000,0.05,1.3333333333333333,-0.030317311854353584
3866,Graph-Agnostic-VR,2,20000,0.05,1.3333333333333333,-0.004366952681863705
3867,OLS-Prop,2,20000,0.05,1.3333333333333333,-0.2469193728438618
3868,OLS-Num,2,20000,0.05,1.3333333333333333,0.09536915699962521
3869,Diff-Means-Stnd,2,20000,0.05,1.3333333333333333,-0.5602974890163734
3870,Diff-Means-Frac,2,20000,0.05,1.3333333333333333,-0.7064413225129087
3871,Graph-Agnostic,3,20000,0.05,1.3333333333333333,0.025877049977231892
3872,Graph-Aware,3,20000,0.05,1.3333333333333333,0.03868990467418924
3873,Graph-Agnostic-VR,3,20000,0.05,1.3333333333333333,0.016726511374858075
3874,OLS-Prop,3,20000,0.05,1.3333333333333333,-0.2566624328162388
3875,OLS-Num,3,20000,0.05,1.3333333333333333,0.13380095432816963
3876,Diff-Means-Stnd,3,20000,0.05,1.3333333333333333,-0.5751255158540874
3877,Diff-Means-Frac,3,20000,0.05,1.3333333333333333,-0.7142723506335735
3878,Graph-Agnostic,4,20000,0.05,1.3333333333333333,0.08389501695355715
3879,Graph-Aware,4,20000,0.05,1.3333333333333333,0.07262601741487765
3880,Graph-Agnostic-VR,4,20000,0.05,1.3333333333333333,0.0064020584526993125
3881,OLS-Prop,4,20000,0.05,1.3333333333333333,-0.2510739366950801
3882,OLS-Num,4,20000,0.05,1.3333333333333333,0.1226586646570587
3883,Diff-Means-Stnd,4,20000,0.05,1.3333333333333333,-0.5731890127036179
3884,Diff-Means-Frac,4,20000,0.05,1.3333333333333333,-0.7114102506598999
3885,Graph-Agnostic,5,20000,0.05,1.3333333333333333,0.021258617793012705
3886,Graph-Aware,5,20000,0.05,1.3333333333333333,0.018321328728333176
3887,Graph-Agnostic-VR,5,20000,0.05,1.3333333333333333,0.012149274324095892
3888,OLS-Prop,5,20000,0.05,1.3333333333333333,-0.254019946131098
3889,OLS-Num,5,20000,0.05,1.3333333333333333,0.1612559356348096
3890,Diff-Means-Stnd,5,20000,0.05,1.3333333333333333,-0.5583818635515105
3891,Diff-Means-Frac,5,20000,0.05,1.3333333333333333,-0.7124671579969023
3892,Graph-Agnostic,6,20000,0.05,1.3333333333333333,0.06583342711839336
3893,Graph-Aware,6,20000,0.05,1.3333333333333333,0.04989674629206164
3894,Graph-Agnostic-VR,6,20000,0.05,1.3333333333333333,0.01896121139425748
3895,OLS-Prop,6,20000,0.05,1.3333333333333333,-0.2400724570614187
3896,OLS-Num,6,20000,0.05,1.3333333333333333,0.12999582224465478
3897,Diff-Means-Stnd,6,20000,0.05,1.3333333333333333,-0.5611219610767543
3898,Diff-Means-Frac,6,20000,0.05,1.3333333333333333,-0.7042308063654861
3899,Graph-Agnostic,7,20000,0.05,1.3333333333333333,0.015564403870763266
3900,Graph-Aware,7,20000,0.05,1.3333333333333333,0.019627115677880346
3901,Graph-Agnostic-VR,7,20000,0.05,1.3333333333333333,-0.02067077736666991
3902,OLS-Prop,7,20000,0.05,1.3333333333333333,-0.2734425678889083
3903,OLS-Num,7,20000,0.05,1.3333333333333333,0.06666832481058416
3904,Diff-Means-Stnd,7,20000,0.05,1.3333333333333333,-0.5849311899366579
3905,Diff-Means-Frac,7,20000,0.05,1.3333333333333333,-0.7183552458238479
3906,Graph-Agnostic,8,20000,0.05,1.3333333333333333,0.00844310098236776
3907,Graph-Aware,8,20000,0.05,1.3333333333333333,0.010306647602959837
3908,Graph-Agnostic-VR,8,20000,0.05,1.3333333333333333,-0.012298627833136457
3909,OLS-Prop,8,20000,0.05,1.3333333333333333,-0.26390567632682593
3910,OLS-Num,8,20000,0.05,1.3333333333333333,0.1042011055065386
3911,Diff-Means-Stnd,8,20000,0.05,1.3333333333333333,-0.562221147006223
3912,Diff-Means-Frac,8,20000,0.05,1.3333333333333333,-0.7141911674964255
3913,Graph-Agnostic,9,20000,0.05,1.3333333333333333,0.004324944151094473
3914,Graph-Aware,9,20000,0.05,1.3333333333333333,-0.007979642813672642
3915,Graph-Agnostic-VR,9,20000,0.05,1.3333333333333333,-0.02775900856622021
3916,OLS-Prop,9,20000,0.05,1.3333333333333333,-0.27734915644881264
3917,OLS-Num,9,20000,0.05,1.3333333333333333,0.12727945291943024
3918,Diff-Means-Stnd,9,20000,0.05,1.3333333333333333,-0.5838609311435469
3919,Diff-Means-Frac,9,20000,0.05,1.3333333333333333,-0.7205822801559618
3920,Graph-Agnostic,10,20000,0.05,1.3333333333333333,-0.0072613098474272764
3921,Graph-Aware,10,20000,0.05,1.3333333333333333,-0.01571606187393918
3922,Graph-Agnostic-VR,10,20000,0.05,1.3333333333333333,0.007856538225962143
3923,OLS-Prop,10,20000,0.05,1.3333333333333333,-0.24658544005591143
3924,OLS-Num,10,20000,0.05,1.3333333333333333,0.13558915480318737
3925,Diff-Means-Stnd,10,20000,0.05,1.3333333333333333,-0.5653854089472181
3926,Diff-Means-Frac,10,20000,0.05,1.3333333333333333,-0.7101901216497671
3927,Graph-Agnostic,11,20000,0.05,1.3333333333333333,-0.010651339110645119
3928,Graph-Aware,11,20000,0.05,1.3333333333333333,-0.018627545186377877
3929,Graph-Agnostic-VR,11,20000,0.05,1.3333333333333333,0.0033962077985342327
3930,OLS-Prop,11,20000,0.05,1.3333333333333333,-0.2462128355337222
3931,OLS-Num,11,20000,0.05,1.3333333333333333,0.11447787714536378
3932,Diff-Means-Stnd,11,20000,0.05,1.3333333333333333,-0.5599882970464846
3933,Diff-Means-Frac,11,20000,0.05,1.3333333333333333,-0.711465171128599
3934,Graph-Agnostic,12,20000,0.05,1.3333333333333333,-0.019348311204726864
3935,Graph-Aware,12,20000,0.05,1.3333333333333333,-0.018161549449413596
3936,Graph-Agnostic-VR,12,20000,0.05,1.3333333333333333,-0.004414529141854714
3937,OLS-Prop,12,20000,0.05,1.3333333333333333,-0.26044096954363105
3938,OLS-Num,12,20000,0.05,1.3333333333333333,0.09906594486300607
3939,Diff-Means-Stnd,12,20000,0.05,1.3333333333333333,-0.5754834772331882
3940,Diff-Means-Frac,12,20000,0.05,1.3333333333333333,-0.7128730591238233
3941,Graph-Agnostic,13,20000,0.05,1.3333333333333333,0.02579413783444273
3942,Graph-Aware,13,20000,0.05,1.3333333333333333,0.028088473734329437
3943,Graph-Agnostic-VR,13,20000,0.05,1.3333333333333333,0.007656324002399424
3944,OLS-Prop,13,20000,0.05,1.3333333333333333,-0.2566930949213831
3945,OLS-Num,13,20000,0.05,1.3333333333333333,0.09993861602353311
3946,Diff-Means-Stnd,13,20000,0.05,1.3333333333333333,-0.5755191508015826
3947,Diff-Means-Frac,13,20000,0.05,1.3333333333333333,-0.7132883179987433
3948,Graph-Agnostic,14,20000,0.05,1.3333333333333333,0.028110798040801112
3949,Graph-Aware,14,20000,0.05,1.3333333333333333,0.03520838596187168
3950,Graph-Agnostic-VR,14,20000,0.05,1.3333333333333333,0.019951188532540784
3951,OLS-Prop,14,20000,0.05,1.3333333333333333,-0.23951474065914397
3952,OLS-Num,14,20000,0.05,1.3333333333333333,0.1008562738764819
3953,Diff-Means-Stnd,14,20000,0.05,1.3333333333333333,-0.5620868402519683
3954,Diff-Means-Frac,14,20000,0.05,1.3333333333333333,-0.7030682521654268
3955,Graph-Agnostic,15,20000,0.05,1.3333333333333333,0.0029593953896954804
3956,Graph-Aware,15,20000,0.05,1.3333333333333333,0.00950552889213715
3957,Graph-Agnostic-VR,15,20000,0.05,1.3333333333333333,-0.017669544182472623
3958,OLS-Prop,15,20000,0.05,1.3333333333333333,-0.26724016437535497
3959,OLS-Num,15,20000,0.05,1.3333333333333333,0.08180068291316599
3960,Diff-Means-Stnd,15,20000,0.05,1.3333333333333333,-0.5725042536236963
3961,Diff-Means-Frac,15,20000,0.05,1.3333333333333333,-0.7261712039451207
3962,Graph-Agnostic,16,20000,0.05,1.3333333333333333,0.02029695538176234
3963,Graph-Aware,16,20000,0.05,1.3333333333333333,0.030476720066224178
3964,Graph-Agnostic-VR,16,20000,0.05,1.3333333333333333,0.013204523715752042
3965,OLS-Prop,16,20000,0.05,1.3333333333333333,-0.24764535494777465
3966,OLS-Num,16,20000,0.05,1.3333333333333333,0.11653495966850537
3967,Diff-Means-Stnd,16,20000,0.05,1.3333333333333333,-0.5722387322141846
3968,Diff-Means-Frac,16,20000,0.05,1.3333333333333333,-0.7113658984945249
3969,Graph-Agnostic,17,20000,0.05,1.3333333333333333,-0.0503187536846625
3970,Graph-Aware,17,20000,0.05,1.3333333333333333,-0.05608283331709331
3971,Graph-Agnostic-VR,17,20000,0.05,1.3333333333333333,-0.04362412254245975
3972,OLS-Prop,17,20000,0.05,1.3333333333333333,-0.2889750252066535
3973,OLS-Num,17,20000,0.05,1.3333333333333333,0.07408485801751097
3974,Diff-Means-Stnd,17,20000,0.05,1.3333333333333333,-0.5786346660431706
3975,Diff-Means-Frac,17,20000,0.05,1.3333333333333333,-0.7241725351156288
3976,Graph-Agnostic,18,20000,0.05,1.3333333333333333,0.004609694167832358
3977,Graph-Aware,18,20000,0.05,1.3333333333333333,-0.008933567130096222
3978,Graph-Agnostic-VR,18,20000,0.05,1.3333333333333333,0.00662294004792821
3979,OLS-Prop,18,20000,0.05,1.3333333333333333,-0.2604687272182583
3980,OLS-Num,18,20000,0.05,1.3333333333333333,0.1449356795334203
3981,Diff-Means-Stnd,18,20000,0.05,1.3333333333333333,-0.5702509220900536
3982,Diff-Means-Frac,18,20000,0.05,1.3333333333333333,-0.7145288502754279
3983,Graph-Agnostic,19,20000,0.05,1.3333333333333333,0.013467075382300046
3984,Graph-Aware,19,20000,0.05,1.3333333333333333,0.008183513635942358
3985,Graph-Agnostic-VR,19,20000,0.05,1.3333333333333333,0.005423685895138901
3986,OLS-Prop,19,20000,0.05,1.3333333333333333,-0.2640510874195968
3987,OLS-Num,19,20000,0.05,1.3333333333333333,0.11883675575603499
3988,Diff-Means-Stnd,19,20000,0.05,1.3333333333333333,-0.5666167848100575
3989,Diff-Means-Frac,19,20000,0.05,1.3333333333333333,-0.7153153201229024
3990,Graph-Agnostic,20,20000,0.05,1.3333333333333333,0.019848727427530282
3991,Graph-Aware,20,20000,0.05,1.3333333333333333,0.012396262239938763
3992,Graph-Agnostic-VR,20,20000,0.05,1.3333333333333333,-0.01463891069803832
3993,OLS-Prop,20,20000,0.05,1.3333333333333333,-0.25924989983171465
3994,OLS-Num,20,20000,0.05,1.3333333333333333,0.07656377853949753
3995,Diff-Means-Stnd,20,20000,0.05,1.3333333333333333,-0.5716542955154729
3996,Diff-Means-Frac,20,20000,0.05,1.3333333333333333,-0.7116209761717206
3997,Graph-Agnostic,21,20000,0.05,1.3333333333333333,0.009654346903324347
3998,Graph-Aware,21,20000,0.05,1.3333333333333333,0.0019331406487580931
3999,Graph-Agnostic-VR,21,20000,0.05,1.3333333333333333,0.002635895633887038
4000,OLS-Prop,21,20000,0.05,1.3333333333333333,-0.2602226975035788
4001,OLS-Num,21,20000,0.05,1.3333333333333333,0.09626664531358961
4002,Diff-Means-Stnd,21,20000,0.05,1.3333333333333333,-0.5631342994916231
4003,Diff-Means-Frac,21,20000,0.05,1.3333333333333333,-0.7091423930412837
4004,Graph-Agnostic,22,20000,0.05,1.3333333333333333,-0.04270215355759717
4005,Graph-Aware,22,20000,0.05,1.3333333333333333,-0.03850179811112635
4006,Graph-Agnostic-VR,22,20000,0.05,1.3333333333333333,-0.0059212394159887756
4007,OLS-Prop,22,20000,0.05,1.3333333333333333,-0.2631858326043554
4008,OLS-Num,22,20000,0.05,1.3333333333333333,0.09909634340688017
4009,Diff-Means-Stnd,22,20000,0.05,1.3333333333333333,-0.5676950011882315
4010,Diff-Means-Frac,22,20000,0.05,1.3333333333333333,-0.71476252417471
4011,Graph-Agnostic,23,20000,0.05,1.3333333333333333,-0.022418296692120917
4012,Graph-Aware,23,20000,0.05,1.3333333333333333,-0.02067214748284589
4013,Graph-Agnostic-VR,23,20000,0.05,1.3333333333333333,-0.003484502234577941
4014,OLS-Prop,23,20000,0.05,1.3333333333333333,-0.2586460390063822
4015,OLS-Num,23,20000,0.05,1.3333333333333333,0.10603875085144081
4016,Diff-Means-Stnd,23,20000,0.05,1.3333333333333333,-0.5674282534351329
4017,Diff-Means-Frac,23,20000,0.05,1.3333333333333333,-0.7073953816722643
4018,Graph-Agnostic,24,20000,0.05,1.3333333333333333,0.048332363649457734
4019,Graph-Aware,24,20000,0.05,1.3333333333333333,0.06061054001323985
4020,Graph-Agnostic-VR,24,20000,0.05,1.3333333333333333,0.027776827107311455
4021,OLS-Prop,24,20000,0.05,1.3333333333333333,-0.24426484800254442
4022,OLS-Num,24,20000,0.05,1.3333333333333333,0.11067174067550199
4023,Diff-Means-Stnd,24,20000,0.05,1.3333333333333333,-0.5617518295667082
4024,Diff-Means-Frac,24,20000,0.05,1.3333333333333333,-0.7066547840989063
4025,Graph-Agnostic,25,20000,0.05,1.3333333333333333,-0.015241001221156273
4026,Graph-Aware,25,20000,0.05,1.3333333333333333,-0.0034893923051604824
4027,Graph-Agnostic-VR,25,20000,0.05,1.3333333333333333,0.021534231098385634
4028,OLS-Prop,25,20000,0.05,1.3333333333333333,-0.2373133341137096
4029,OLS-Num,25,20000,0.05,1.3333333333333333,0.13008898070791394
4030,Diff-Means-Stnd,25,20000,0.05,1.3333333333333333,-0.5628133068694479
4031,Diff-Means-Frac,25,20000,0.05,1.3333333333333333,-0.7066416606856779
4032,Graph-Agnostic,26,20000,0.05,1.3333333333333333,0.058239899392575255
4033,Graph-Aware,26,20000,0.05,1.3333333333333333,0.03824416889359584
4034,Graph-Agnostic-VR,26,20000,0.05,1.3333333333333333,0.008808293033913435
4035,OLS-Prop,26,20000,0.05,1.3333333333333333,-0.24897138372303576
4036,OLS-Num,26,20000,0.05,1.3333333333333333,0.13861471064108447
4037,Diff-Means-Stnd,26,20000,0.05,1.3333333333333333,-0.560067080975815
4038,Diff-Means-Frac,26,20000,0.05,1.3333333333333333,-0.711508449760884
4039,Graph-Agnostic,27,20000,0.05,1.3333333333333333,0.057291564388137914
4040,Graph-Aware,27,20000,0.05,1.3333333333333333,0.053683606107010125
4041,Graph-Agnostic-VR,27,20000,0.05,1.3333333333333333,0.017604970537187584
4042,OLS-Prop,27,20000,0.05,1.3333333333333333,-0.2553483555015173
4043,OLS-Num,27,20000,0.05,1.3333333333333333,0.13631201666276174
4044,Diff-Means-Stnd,27,20000,0.05,1.3333333333333333,-0.5581454953271519
4045,Diff-Means-Frac,27,20000,0.05,1.3333333333333333,-0.7117747070883815
4046,Graph-Agnostic,28,20000,0.05,1.3333333333333333,0.057981007619395356
4047,Graph-Aware,28,20000,0.05,1.3333333333333333,0.04216806225735029
4048,Graph-Agnostic-VR,28,20000,0.05,1.3333333333333333,0.005685368459501201
4049,OLS-Prop,28,20000,0.05,1.3333333333333333,-0.26489807583921043
4050,OLS-Num,28,20000,0.05,1.3333333333333333,0.11492648891394433
4051,Diff-Means-Stnd,28,20000,0.05,1.3333333333333333,-0.5601344837913137
4052,Diff-Means-Frac,28,20000,0.05,1.3333333333333333,-0.7131919091876088
4053,Graph-Agnostic,29,20000,0.05,1.3333333333333333,0.009360779876594734
4054,Graph-Aware,29,20000,0.05,1.3333333333333333,-0.004267872978245831
4055,Graph-Agnostic-VR,29,20000,0.05,1.3333333333333333,0.0013499800363042387
4056,OLS-Prop,29,20000,0.05,1.3333333333333333,-0.2405411096446855
4057,OLS-Num,29,20000,0.05,1.3333333333333333,0.10048092432757981
4058,Diff-Means-Stnd,29,20000,0.05,1.3333333333333333,-0.5575879774637323
4059,Diff-Means-Frac,29,20000,0.05,1.3333333333333333,-0.7021982990963115
4060,Graph-Agnostic,30,20000,0.05,1.3333333333333333,-0.032194281034089056
4061,Graph-Aware,30,20000,0.05,1.3333333333333333,-0.04694176410628679
4062,Graph-Agnostic-VR,30,20000,0.05,1.3333333333333333,-0.010423600239354812
4063,OLS-Prop,30,20000,0.05,1.3333333333333333,-0.26009427600742563
4064,OLS-Num,30,20000,0.05,1.3333333333333333,0.12411253577268819
4065,Diff-Means-Stnd,30,20000,0.05,1.3333333333333333,-0.5735960307640734
4066,Diff-Means-Frac,30,20000,0.05,1.3333333333333333,-0.7142145284814181
4067,Graph-Agnostic,31,20000,0.05,1.3333333333333333,0.03861480708104649
4068,Graph-Aware,31,20000,0.05,1.3333333333333333,0.03623443054143313
4069,Graph-Agnostic-VR,31,20000,0.05,1.3333333333333333,0.018249810863771008
4070,OLS-Prop,31,20000,0.05,1.3333333333333333,-0.23099879820279418
4071,OLS-Num,31,20000,0.05,1.3333333333333333,0.15288276942463175
4072,Diff-Means-Stnd,31,20000,0.05,1.3333333333333333,-0.554598393974653
4073,Diff-Means-Frac,31,20000,0.05,1.3333333333333333,-0.7098955944222846
4074,Graph-Agnostic,32,20000,0.05,1.3333333333333333,0.041521773713807615
4075,Graph-Aware,32,20000,0.05,1.3333333333333333,0.036211821241054355
4076,Graph-Agnostic-VR,32,20000,0.05,1.3333333333333333,-0.013710441558894379
4077,OLS-Prop,32,20000,0.05,1.3333333333333333,-0.26461026224893686
4078,OLS-Num,32,20000,0.05,1.3333333333333333,0.0816815796213179
4079,Diff-Means-Stnd,32,20000,0.05,1.3333333333333333,-0.5707401078040589
4080,Diff-Means-Frac,32,20000,0.05,1.3333333333333333,-0.7152935847956613
4081,Graph-Agnostic,33,20000,0.05,1.3333333333333333,-0.08671173960360344
4082,Graph-Aware,33,20000,0.05,1.3333333333333333,-0.07040307632141007
4083,Graph-Agnostic-VR,33,20000,0.05,1.3333333333333333,-0.017969612476992962
4084,OLS-Prop,33,20000,0.05,1.3333333333333333,-0.28308627889119237
4085,OLS-Num,33,20000,0.05,1.3333333333333333,0.062026316489730456
4086,Diff-Means-Stnd,33,20000,0.05,1.3333333333333333,-0.5757137065014095
4087,Diff-Means-Frac,33,20000,0.05,1.3333333333333333,-0.7184499329456373
4088,Graph-Agnostic,34,20000,0.05,1.3333333333333333,0.02754422181613376
4089,Graph-Aware,34,20000,0.05,1.3333333333333333,0.02109613327570074
4090,Graph-Agnostic-VR,34,20000,0.05,1.3333333333333333,-0.005281489045369061
4091,OLS-Prop,34,20000,0.05,1.3333333333333333,-0.2537737672200134
4092,OLS-Num,34,20000,0.05,1.3333333333333333,0.09574268332872192
4093,Diff-Means-Stnd,34,20000,0.05,1.3333333333333333,-0.5702608946049622
4094,Diff-Means-Frac,34,20000,0.05,1.3333333333333333,-0.7116453339182344
4095,Graph-Agnostic,35,20000,0.05,1.3333333333333333,0.01190052403132901
4096,Graph-Aware,35,20000,0.05,1.3333333333333333,0.037624887842896255
4097,Graph-Agnostic-VR,35,20000,0.05,1.3333333333333333,0.006866193065999039
4098,OLS-Prop,35,20000,0.05,1.3333333333333333,-0.27094211907278304
4099,OLS-Num,35,20000,0.05,1.3333333333333333,0.0798803155996899
4100,Diff-Means-Stnd,35,20000,0.05,1.3333333333333333,-0.5707179697364476
4101,Diff-Means-Frac,35,20000,0.05,1.3333333333333333,-0.7168485967943952
4102,Graph-Agnostic,36,20000,0.05,1.3333333333333333,0.003731768830284954
4103,Graph-Aware,36,20000,0.05,1.3333333333333333,-0.0018441529384348057
4104,Graph-Agnostic-VR,36,20000,0.05,1.3333333333333333,0.01284739538878398
4105,OLS-Prop,36,20000,0.05,1.3333333333333333,-0.2534176243980717
4106,OLS-Num,36,20000,0.05,1.3333333333333333,0.1578565780086291
4107,Diff-Means-Stnd,36,20000,0.05,1.3333333333333333,-0.5643708950404477
4108,Diff-Means-Frac,36,20000,0.05,1.3333333333333333,-0.7128740353117151
4109,Graph-Agnostic,37,20000,0.05,1.3333333333333333,0.0734090946233556
4110,Graph-Aware,37,20000,0.05,1.3333333333333333,0.06547081231683335
4111,Graph-Agnostic-VR,37,20000,0.05,1.3333333333333333,0.004124503857208155
4112,OLS-Prop,37,20000,0.05,1.3333333333333333,-0.2677918896784641
4113,OLS-Num,37,20000,0.05,1.3333333333333333,0.12316407030220705
4114,Diff-Means-Stnd,37,20000,0.05,1.3333333333333333,-0.5709418506027899
4115,Diff-Means-Frac,37,20000,0.05,1.3333333333333333,-0.7156157198840869
4116,Graph-Agnostic,38,20000,0.05,1.3333333333333333,-0.017776118513455563
4117,Graph-Aware,38,20000,0.05,1.3333333333333333,-0.026455295616635767
4118,Graph-Agnostic-VR,38,20000,0.05,1.3333333333333333,-0.022662804491000565
4119,OLS-Prop,38,20000,0.05,1.3333333333333333,-0.2652034195593356
4120,OLS-Num,38,20000,0.05,1.3333333333333333,0.11101130917816439
4121,Diff-Means-Stnd,38,20000,0.05,1.3333333333333333,-0.5803783238570138
4122,Diff-Means-Frac,38,20000,0.05,1.3333333333333333,-0.720764475933692
4123,Graph-Agnostic,39,20000,0.05,1.3333333333333333,-0.03495082403131724
4124,Graph-Aware,39,20000,0.05,1.3333333333333333,-0.028152116227978745
4125,Graph-Agnostic-VR,39,20000,0.05,1.3333333333333333,-0.031075124529435064
4126,OLS-Prop,39,20000,0.05,1.3333333333333333,-0.2854723345153358
4127,OLS-Num,39,20000,0.05,1.3333333333333333,0.047455261655035004
4128,Diff-Means-Stnd,39,20000,0.05,1.3333333333333333,-0.5941622506059983
4129,Diff-Means-Frac,39,20000,0.05,1.3333333333333333,-0.7255847039119278
4130,Graph-Agnostic,40,20000,0.05,1.3333333333333333,-0.0031759977507497604
4131,Graph-Aware,40,20000,0.05,1.3333333333333333,-0.00975760693295589
4132,Graph-Agnostic-VR,40,20000,0.05,1.3333333333333333,0.006892931564899149
4133,OLS-Prop,40,20000,0.05,1.3333333333333333,-0.2597118936044589
4134,OLS-Num,40,20000,0.05,1.3333333333333333,0.13909980880539072
4135,Diff-Means-Stnd,40,20000,0.05,1.3333333333333333,-0.5632276732828947
4136,Diff-Means-Frac,40,20000,0.05,1.3333333333333333,-0.714321479614136
4137,Graph-Agnostic,41,20000,0.05,1.3333333333333333,0.0018382574615005527
4138,Graph-Aware,41,20000,0.05,1.3333333333333333,0.003964223591503202
4139,Graph-Agnostic-VR,41,20000,0.05,1.3333333333333333,0.01503369550304014
4140,OLS-Prop,41,20000,0.05,1.3333333333333333,-0.2401937366739006
4141,OLS-Num,41,20000,0.05,1.3333333333333333,0.13432773162517841
